genes,label,Category_cl
ANXA9,1,Protein Coding
AOAH,1,Protein Coding
AOAH-IT1,0,lncRNA
AOC1,1,Protein Coding
AOC2,0,Protein Coding
AOC3,1,Protein Coding
AOPEP,0,Protein Coding
AOX1,1,Protein Coding
AOX3P,0,Pseudogene
AP1AR,0,Protein Coding
AP1B1,1,Protein Coding
AP1G1,0,Protein Coding
AP1G2,0,Protein Coding
AP1M1,1,Protein Coding
AP1M2,1,Protein Coding
AP1S1,1,Protein Coding
AP1S2,1,Protein Coding
AP1S3,1,Protein Coding
AP2A1,1,Protein Coding
AP2A2,1,Protein Coding
AP2B1,0,Protein Coding
AP2M1,0,Protein Coding
AP2S1,1,Protein Coding
AP3B1,0,Protein Coding
AP3B2,0,Protein Coding
AP3D1,0,Protein Coding
AP3M1,0,Protein Coding
AP3M2,1,Protein Coding
AP3S1,1,Protein Coding
AP3S2,0,Protein Coding
AP4B1,0,Protein Coding
AP4B1-AS1,0,lncRNA
AP4E1,1,Protein Coding
AP4M1,1,Protein Coding
AP4S1,0,Protein Coding
AP5B1,1,Protein Coding
AP5M1,1,Protein Coding
AP5S1,0,Protein Coding
AP5Z1,1,Protein Coding
APAF1,1,Protein Coding
APBA1,1,Protein Coding
APBA2,1,Protein Coding
APBA3,0,Protein Coding
APBB1,1,TF
APBB1IP,1,Protein Coding
APBB2,1,TF
APBB3,1,Protein Coding
APC,1,TF
APC2,1,Protein Coding
APCDD1,1,Protein Coding
APCDD1L,1,Protein Coding
APCDD1L-DT,0,lncRNA
APCS,1,Protein Coding
APEH,1,Protein Coding
APELA,0,Protein Coding
APEX1,1,TF
APEX2,1,Protein Coding
APH1A,0,Protein Coding
APH1B,1,Protein Coding
API5,0,Protein Coding
API5P1,0,Pseudogene
API5P2,0,Pseudogene
APIP,0,Protein Coding
APLF,1,Protein Coding
APLN,0,Protein Coding
APLNR,1,Protein Coding
APLP1,0,Protein Coding
APLP2,1,Protein Coding
APMAP,1,Protein Coding
APOA1,1,Protein Coding
APOA2,1,Protein Coding
APOA4,1,Protein Coding
APOA5,0,Protein Coding
APOB,1,Protein Coding
APOBEC1,1,Protein Coding
APOBEC2,1,Protein Coding
APOBEC3A,1,Protein Coding
APOBEC3B,1,Protein Coding
APOBEC3C,1,Protein Coding
APOBEC3D,1,Protein Coding
APOBEC3F,0,Protein Coding
APOBEC3G,1,Protein Coding
APOBEC3H,1,Protein Coding
APOBEC4,0,Protein Coding
APOBR,1,Protein Coding
APOC1,0,Protein Coding
APOC1P1,0,Pseudogene
APOC2,1,Protein Coding
APOC3,1,Protein Coding
APOC4-APOC2,1,other
APOD,1,Protein Coding
APOE,1,Protein Coding
APOF,0,Protein Coding
APOH,1,Protein Coding
APOL1,1,Protein Coding
APOL2,0,Protein Coding
APOL3,1,Protein Coding
APOL4,1,Protein Coding
APOL5,0,Protein Coding
APOL6,1,Protein Coding
APOLD1,1,Protein Coding
APOM,0,Protein Coding
APOO,0,Protein Coding
APOOL,0,Protein Coding
APOOP5,0,Pseudogene
APP,1,TF
APPBP2,0,Protein Coding
APPL1,0,Protein Coding
APPL2,1,Protein Coding
APRT,1,Protein Coding
APTR,1,lncRNA
APTX,1,TF
AQP1,1,Protein Coding
AQP10,0,Protein Coding
AQP11,1,Protein Coding
AQP12B,1,Protein Coding
AQP2,1,Protein Coding
AQP3,1,Protein Coding
AQP4,1,Protein Coding
AQP4-AS1,1,lncRNA
AQP5,1,Protein Coding
AQP6,0,Protein Coding
AQP7,1,Protein Coding
AQP8,1,Protein Coding
AQP9,1,Protein Coding
AQR,0,Protein Coding
AR,1,TF
ARAF,1,Protein Coding
ARAP1,1,Protein Coding
ARAP2,1,Protein Coding
ARAP3,1,Protein Coding
ARC,1,TF
ARCN1,0,Protein Coding
AREG,0,Protein Coding
AREL1,1,Protein Coding
ARF1,0,Protein Coding
ARF3,0,Protein Coding
ARF4,0,Protein Coding
ARF4-AS1,1,lncRNA
ARF5,1,Protein Coding
ARF6,1,Protein Coding
ARFGAP1,0,Protein Coding
ARFGAP2,1,TF
ARFGAP3,0,Protein Coding
ARFGEF1,1,Protein Coding
ARFGEF2,0,Protein Coding
ARFGEF3,1,Protein Coding
ARFIP1,0,Protein Coding
ARFIP2,1,Protein Coding
ARFRP1,1,Protein Coding
ARG1,1,Protein Coding
ARG2,1,Protein Coding
ARGFX,0,TF
ARGLU1,0,Protein Coding
ARHGAP1,1,Protein Coding
ARHGAP10,1,Protein Coding
ARHGAP11A,1,Protein Coding
ARHGAP11B,1,Protein Coding
ARHGAP12,1,Protein Coding
ARHGAP15,1,Protein Coding
ARHGAP17,0,Protein Coding
ARHGAP18,1,Protein Coding
ARHGAP19,1,Protein Coding
ARHGAP19-SLIT1,0,other
ARHGAP20,1,Protein Coding
ARHGAP21,1,Protein Coding
ARHGAP22,1,TF
ARHGAP22-IT1,0,lncRNA
ARHGAP23,1,Protein Coding
ARHGAP23P1,0,Pseudogene
ARHGAP24,1,Protein Coding
ARHGAP25,1,Protein Coding
ARHGAP26,1,Protein Coding
ARHGAP27,1,Protein Coding
ARHGAP28,1,Protein Coding
ARHGAP29,1,Protein Coding
ARHGAP29-AS1,0,lncRNA
ARHGAP30,1,Protein Coding
ARHGAP31,1,Protein Coding
ARHGAP31-AS1,0,lncRNA
ARHGAP32,1,Protein Coding
ARHGAP33,1,Protein Coding
ARHGAP35,1,TF
ARHGAP36,0,Protein Coding
ARHGAP39,1,Protein Coding
ARHGAP4,1,Protein Coding
ARHGAP40,0,Protein Coding
ARHGAP42,1,Protein Coding
ARHGAP42P2,0,Pseudogene
ARHGAP44,1,Protein Coding
ARHGAP45,1,Protein Coding
ARHGAP5,1,Protein Coding
ARHGAP5-AS1,1,lncRNA
ARHGAP6,1,Protein Coding
ARHGAP8,0,Protein Coding
ARHGAP9,1,Protein Coding
ARHGDIA,1,Protein Coding
ARHGDIB,1,Protein Coding
ARHGDIG,0,Protein Coding
ARHGEF1,1,Protein Coding
ARHGEF10,1,Protein Coding
ARHGEF10L,1,Protein Coding
ARHGEF11,1,TF
ARHGEF12,1,Protein Coding
ARHGEF15,1,Protein Coding
ARHGEF16,1,Protein Coding
ARHGEF17,1,Protein Coding
ARHGEF18,1,Protein Coding
ARHGEF19,1,Protein Coding
ARHGEF2,1,Protein Coding
ARHGEF25,1,Protein Coding
ARHGEF26,1,Protein Coding
ARHGEF26-AS1,0,lncRNA
ARHGEF28,1,Protein Coding
ARHGEF3,1,Protein Coding
ARHGEF33,0,Protein Coding
ARHGEF35,1,Protein Coding
ARHGEF37,1,Protein Coding
ARHGEF38,1,Protein Coding
ARHGEF38-IT1,0,lncRNA
ARHGEF39,1,Protein Coding
ARHGEF3-AS1,0,lncRNA
ARHGEF4,0,Protein Coding
ARHGEF40,1,Protein Coding
ARHGEF5,1,Protein Coding
ARHGEF6,1,Protein Coding
ARHGEF7,1,Protein Coding
ARHGEF7-AS2,0,lncRNA
ARHGEF9,0,Protein Coding
ARID1A,1,TF
ARID1B,0,TF
ARID2,1,TF
ARID3A,1,TF
ARID3B,1,TF
ARID3C,0,TF
ARID4A,1,TF
ARID4B,1,TF
ARID5A,1,TF
ARID5B,1,TF
ARIH1,0,Protein Coding
ARIH2,0,TF
ARIH2OS,0,lncRNA
ARIH2P1,0,Pseudogene
ARL1,1,Protein Coding
ARL10,0,Protein Coding
ARL11,1,Protein Coding
ARL13A,0,Protein Coding
ARL13B,0,Protein Coding
ARL14,1,Protein Coding
ARL14EP,0,Protein Coding
ARL15,1,Protein Coding
ARL16,0,Protein Coding
ARL17A,1,Protein Coding
ARL17B,0,Protein Coding
ARL2,1,Protein Coding
ARL2BP,1,Protein Coding
ARL3,0,Protein Coding
ARL4A,0,Protein Coding
ARL4C,0,Protein Coding
ARL4D,0,Protein Coding
ARL5A,0,Protein Coding
ARL5AP4,0,Pseudogene
ARL5B,1,Protein Coding
ARL5C,0,Protein Coding
ARL6,1,Protein Coding
ARL6IP1,0,Protein Coding
ARL6IP4,0,Protein Coding
ARL6IP5,1,Protein Coding
ARL6IP6,1,Protein Coding
ARL8A,1,Protein Coding
ARL8B,1,Protein Coding
ARL9,0,Protein Coding
ARMC1,0,Protein Coding
ARMC10,1,Protein Coding
ARMC12,1,Protein Coding
ARMC2,1,Protein Coding
ARMC3,1,Protein Coding
ARMC5,1,Protein Coding
ARMC6,1,Protein Coding
ARMC7,0,Protein Coding
ARMC8,0,Protein Coding
ARMC9,1,Protein Coding
ARMCX1,1,Protein Coding
ARMCX2,1,Protein Coding
ARMCX3,0,Protein Coding
ARMCX4,1,Protein Coding
ARMCX5,1,Protein Coding
ARMCX5-GPRASP2,0,other
ARMCX6,0,Protein Coding
ARMH1,0,Protein Coding
ARMH3,0,Protein Coding
ARMH4,0,Protein Coding
ARMS2,1,Protein Coding
ARMT1,1,Protein Coding
ARNT,0,TF
ARNT2,1,TF
ARNTL,1,TF
ARNTL2,1,TF
ARPC1A,1,Protein Coding
ARPC1B,1,Protein Coding
ARPC2,0,Protein Coding
ARPC3,1,Protein Coding
ARPC3P1,0,Pseudogene
ARPC3P2,0,Pseudogene
ARPC4,0,Protein Coding
ARPC5,0,Protein Coding
ARPC5L,1,Protein Coding
ARPIN,0,Protein Coding
ARPP19,0,Protein Coding
ARPP21,1,Protein Coding
ARR3,0,Protein Coding
ARRB1,1,TF
ARRB2,1,Protein Coding
ARRDC1,1,Protein Coding
ARRDC1-AS1,0,lncRNA
ARRDC2,1,Protein Coding
ARRDC3,1,Protein Coding
ARRDC3-AS1,0,lncRNA
ARRDC4,1,Protein Coding
ARRDC5,1,Protein Coding
ARSA,1,Protein Coding
ARSB,1,Protein Coding
ARSD,1,Protein Coding
ARSF,0,Protein Coding
ARSG,1,Protein Coding
ARSH,0,Protein Coding
ARSI,1,Protein Coding
ARSJ,1,Protein Coding
ARSK,0,Protein Coding
ARSL,0,Protein Coding
ARSLP1,0,Pseudogene
ART1,0,Protein Coding
ART3,0,Protein Coding
ART4,1,Protein Coding
ART5,1,Protein Coding
ARTN,0,Protein Coding
ARV1,1,Protein Coding
ARVCF,1,Protein Coding
ARX,1,TF
AS3MT,0,Protein Coding
ASAH1,1,Protein Coding
ASAH2,0,Protein Coding
ASAH2B,1,Protein Coding
ASAP1,1,Protein Coding
ASAP1-IT2,0,lncRNA
ASAP2,1,Protein Coding
ASAP3,1,Protein Coding
ASB1,1,TF
ASB10,0,TF
ASB11,1,TF
ASB12,0,TF
ASB13,1,Protein Coding
ASB14,1,Protein Coding
ASB15,0,TF
ASB16,0,Protein Coding
ASB16-AS1,1,lncRNA
ASB17,0,Protein Coding
ASB18,1,Protein Coding
ASB2,1,Protein Coding
ASB3,0,Protein Coding
ASB4,1,TF
ASB5,0,Protein Coding
ASB6,1,TF
ASB7,1,Protein Coding
ASB8,0,TF
ASB9,1,TF
ASCC1,0,TF
ASCC2,0,TF
ASCC3,1,TF
ASCL1,0,TF
ASCL2,1,TF
ASCL3,0,TF
ASCL4,1,TF
ASCL5,1,Protein Coding
ASF1A,0,TF
ASF1B,1,TF
ASGR1,0,Protein Coding
ASGR2,1,Protein Coding
ASH1L,0,TF
ASH1L-AS1,0,lncRNA
ASH1L-IT1,0,lncRNA
ASH2L,0,TF
ASH2LP1,0,Pseudogene
ASIC1,0,Protein Coding
ASIC2,0,Protein Coding
ASIC3,1,Protein Coding
ASIC4,0,Protein Coding
ASIC5,0,Protein Coding
ASIP,0,Protein Coding
ASL,1,Protein Coding
ASLP1,0,Pseudogene
ASMT,0,Protein Coding
ASMTL,0,Protein Coding
ASMTL-AS1,0,lncRNA
ASNS,1,Protein Coding
ASNSD1,0,Protein Coding
ASNSP1,0,Pseudogene
ASNSP3,0,Pseudogene
ASPA,1,Protein Coding
ASPDH,0,Protein Coding
ASPG,0,Protein Coding
ASPH,1,TF
ASPHD1,1,Protein Coding
ASPHD2,0,Protein Coding
ASPM,1,Protein Coding
ASPN,1,Protein Coding
ASPRV1,1,Protein Coding
ASPSCR1,1,Protein Coding
ASRGL1,1,Protein Coding
ASS1,1,Protein Coding
ASS1P1,0,Pseudogene
ASS1P9,0,Pseudogene
ASTE1,1,Protein Coding
ASTL,1,Protein Coding
ASTN1,0,Protein Coding
ASTN2,0,Protein Coding
ASXL1,0,TF
ASXL2,0,TF
ASXL3,1,Protein Coding
ASZ1,0,Protein Coding
ATAD1,1,Protein Coding
ATAD2,1,Protein Coding
ATAD2B,1,Protein Coding
ATAD3A,1,Protein Coding
ATAD3B,1,Protein Coding
ATAD3C,1,Protein Coding
ATAD5,0,Protein Coding
ATAT1,1,Protein Coding
ATCAY,0,Protein Coding
ATE1,1,Protein Coding
ATF1,0,TF
ATF2,0,TF
ATF3,1,TF
ATF4,1,TF
ATF4P1,0,Pseudogene
ATF4P3,0,Pseudogene
ATF4P4,0,Pseudogene
ATF5,0,TF
ATF6,1,TF
ATF6B,1,TF
ATF7,0,TF
ATF7IP,1,TF
ATF7IP2,1,TF
ATF7-NPFF,0,other
ATG10,1,Protein Coding
ATG101,0,Protein Coding
ATG10-AS1,0,lncRNA
ATG10-IT1,0,lncRNA
ATG12,0,Protein Coding
ATG13,1,Protein Coding
ATG14,1,Protein Coding
ATG16L1,1,Protein Coding
ATG16L2,1,Protein Coding
ATG2A,1,Protein Coding
ATG2B,1,Protein Coding
ATG3,1,Protein Coding
ATG4A,0,Protein Coding
ATG4B,1,TF
ATG4C,1,Protein Coding
ATG4D,1,Protein Coding
ATG5,1,Protein Coding
ATG7,1,Protein Coding
ATG9A,0,Protein Coding
ATG9B,1,Protein Coding
ATIC,1,Protein Coding
ATL1,0,Protein Coding
ATL2,0,Protein Coding
ATL3,0,Protein Coding
ATM,1,TF
ATMIN,1,TF
ATN1,1,TF
ATOH1,0,TF
ATOH7,0,TF
ATOH8,1,TF
ATOX1,1,Protein Coding
ATP10A,1,Protein Coding
ATP10B,1,Protein Coding
ATP10D,0,Protein Coding
ATP11A,1,Protein Coding
ATP11A-AS1,1,lncRNA
ATP11AUN,0,lncRNA
ATP11B,1,Protein Coding
ATP11C,1,Protein Coding
ATP12A,0,Protein Coding
ATP13A1,1,Protein Coding
ATP13A2,1,Protein Coding
ATP13A3,0,Protein Coding
ATP13A4,1,Protein Coding
ATP13A4-AS1,1,lncRNA
ATP1A1,1,Protein Coding
ATP1A1-AS1,0,lncRNA
ATP1A2,1,Protein Coding
ATP1A3,1,Protein Coding
ATP1A4,0,Protein Coding
ATP1B1,1,Protein Coding
ATP1B1P1,0,Pseudogene
ATP1B2,1,Protein Coding
ATP1B3,1,Protein Coding
ATP1B3-AS1,1,lncRNA
ATP1B3P1,0,Pseudogene
ATP1B4,0,Protein Coding
ATP23,1,Protein Coding
ATP2A1,0,Protein Coding
ATP2A1-AS1,1,lncRNA
ATP2A2,1,Protein Coding
ATP2A3,1,Protein Coding
ATP2B1,1,Protein Coding
ATP2B1-AS1,1,lncRNA
ATP2B2,1,Protein Coding
ATP2B3,0,Protein Coding
ATP2B4,1,Protein Coding
ATP2C1,1,Protein Coding
ATP2C2,1,Protein Coding
ATP2C2-AS1,1,lncRNA
ATP4A,0,Protein Coding
ATP4B,0,Protein Coding
ATP5F1A,0,Protein Coding
ATP5F1AP10,0,Pseudogene
ATP5F1AP2,0,Pseudogene
ATP5F1B,0,Protein Coding
ATP5F1BP1,0,Pseudogene
ATP5F1C,0,Protein Coding
ATP5F1D,0,Protein Coding
ATP5F1E,0,Protein Coding
ATP5F1EP2,0,Pseudogene
ATP5IF1,0,Protein Coding
ATP5MC1,0,Protein Coding
ATP5MC2,0,Protein Coding
ATP5MC2P4,0,Pseudogene
ATP5MC3,0,Protein Coding
ATP5ME,0,Protein Coding
ATP5MF,0,Protein Coding
ATP5MF-PTCD1,0,other
ATP5MG,0,Protein Coding
ATP5MGL,0,Protein Coding
ATP5PB,0,Protein Coding
ATP5PBP1,0,Pseudogene
ATP5PBP6,0,Pseudogene
ATP5PD,0,Protein Coding
ATP5PDP4,0,Pseudogene
ATP5PF,0,Protein Coding
ATP5PO,0,Protein Coding
ATP5POP1,0,Pseudogene
ATP6AP1,0,Protein Coding
ATP6AP1L,0,Pseudogene
ATP6AP2,0,Protein Coding
ATP6V0A1,1,Protein Coding
ATP6V0A2,1,Protein Coding
ATP6V0A4,0,Protein Coding
ATP6V0B,1,Protein Coding
ATP6V0C,1,Protein Coding
ATP6V0CP1,0,Pseudogene
ATP6V0D1,0,Protein Coding
ATP6V0D2,0,Protein Coding
ATP6V0E1,0,Protein Coding
ATP6V0E1P1,0,Pseudogene
ATP6V0E2,1,Protein Coding
ATP6V0E2-AS1,0,lncRNA
ATP6V1A,1,Protein Coding
ATP6V1B1,0,Protein Coding
ATP6V1B1-AS1,0,lncRNA
ATP6V1B2,1,Protein Coding
ATP6V1C1,1,Protein Coding
ATP6V1C2,1,Protein Coding
ATP6V1D,0,Protein Coding
ATP6V1E1,1,Protein Coding
ATP6V1E1P1,0,Pseudogene
ATP6V1E2,1,Protein Coding
ATP6V1F,1,Protein Coding
ATP6V1G1,0,Protein Coding
ATP6V1G2,0,Protein Coding
ATP6V1G3,0,Protein Coding
ATP6V1H,1,Protein Coding
ATP7A,1,Protein Coding
ATP7B,1,Protein Coding
ATP8A1,1,Protein Coding
ATP8A2,1,Protein Coding
ATP8A2P2,0,Pseudogene
ATP8B1,1,TF
ATP8B2,1,Protein Coding
ATP8B3,0,Protein Coding
ATP8B4,1,Protein Coding
ATP8B5P,0,Pseudogene
ATP9A,1,Protein Coding
ATP9B,1,Protein Coding
ATPAF1,0,Protein Coding
ATPAF2,1,Protein Coding
ATPSCKMT,0,Protein Coding
ATR,1,Protein Coding
ATRAID,1,Protein Coding
ATRIP,0,Protein Coding
ATRN,0,Protein Coding
ATRNL1,1,Protein Coding
ATRX,1,TF
ATXN1,0,TF
ATXN10,0,Protein Coding
ATXN1L,1,Protein Coding
ATXN2,0,TF
ATXN2L,0,Protein Coding
ATXN3,0,TF
ATXN7,1,TF
ATXN7L1,1,Protein Coding
ATXN7L2,0,Protein Coding
ATXN7L3,1,Protein Coding
ATXN7L3B,1,Protein Coding
ATXN8OS,0,lncRNA
AUH,1,Protein Coding
AUNIP,1,Protein Coding
AUP1,1,Protein Coding
AURKA,1,Protein Coding
AURKAIP1,1,Protein Coding
AURKB,1,Protein Coding
AURKC,0,Protein Coding
AUTS2,0,Protein Coding
AVEN,1,Protein Coding
AVIL,0,Protein Coding
AVL9,1,Protein Coding
AVP,1,Protein Coding
AVPI1,1,Protein Coding
AVPR1A,1,Protein Coding
AVPR1B,1,Protein Coding
AVPR2,0,Protein Coding
AWAT1,0,Protein Coding
AWAT2,0,Protein Coding
AXDND1,1,Protein Coding
AXIN1,1,Protein Coding
AXIN2,1,Protein Coding
AXL,1,Protein Coding
AZGP1,1,Protein Coding
AZI2,1,Protein Coding
AZIN1,0,Protein Coding
AZIN2,1,Protein Coding
AZU1,0,Protein Coding
B2M,1,Protein Coding
B3GALNT1,1,Protein Coding
B3GALNT2,0,Protein Coding
B3GALT1,0,Protein Coding
B3GALT2,1,Protein Coding
B3GALT4,0,Protein Coding
B3GALT5,1,Protein Coding
B3GALT5-AS1,1,lncRNA
B3GALT6,1,Protein Coding
B3GAT1,1,Protein Coding
B3GAT2,1,Protein Coding
B3GAT3,1,Protein Coding
B3GLCT,0,Protein Coding
B3GNT2,1,Protein Coding
B3GNT2P1,0,Pseudogene
B3GNT3,1,Protein Coding
B3GNT4,0,Protein Coding
B3GNT5,1,Protein Coding
B3GNT6,1,Protein Coding
B3GNT7,0,Protein Coding
B3GNT8,1,Protein Coding
B3GNT9,1,Protein Coding
B3GNTL1,1,Protein Coding
B4GALNT1,0,Protein Coding
B4GALNT2,0,Protein Coding
B4GALNT3,1,Protein Coding
B4GALNT4,0,Protein Coding
B4GALT1,1,Protein Coding
B4GALT1-AS1,1,lncRNA
B4GALT2,1,Protein Coding
B4GALT3,0,Protein Coding
B4GALT4,0,Protein Coding
B4GALT5,1,Protein Coding
B4GALT6,1,Protein Coding
B4GALT7,0,Protein Coding
B4GAT1,0,Protein Coding
B9D1,1,Protein Coding
B9D2,1,Protein Coding
BAALC,1,Protein Coding
BAALC-AS1,0,lncRNA
BAALC-AS2,0,lncRNA
BAAT,1,Protein Coding
BABAM1,1,Protein Coding
BABAM2,0,Protein Coding
BACE1,1,Protein Coding
BACE1-AS,1,lncRNA
BACE2,1,Protein Coding
BACH1,1,TF
BACH1-IT1,0,lncRNA
BACH1-IT2,1,lncRNA
BACH2,1,TF
BAD,1,Protein Coding
BAG1,0,TF
BAG2,1,Protein Coding
BAG3,1,Protein Coding
BAG4,1,Protein Coding
BAG5,0,Protein Coding
BAG6,1,Protein Coding
BAGE2,0,TF
BAHCC1,1,Protein Coding
BAHD1,1,Protein Coding
BAIAP2,1,Protein Coding
BAIAP2-DT,0,lncRNA
BAIAP2L1,1,Protein Coding
BAIAP2L2,1,Protein Coding
BAIAP3,1,Protein Coding
BAK1,1,Protein Coding
BAMBI,1,Protein Coding
BANCR,0,lncRNA
BANF1,1,Protein Coding
BANF1P4,0,Pseudogene
BANF2,0,Protein Coding
BANK1,0,Protein Coding
BANP,0,TF
BAP1,1,Protein Coding
BARD1,0,TF
BARHL1,0,TF
BARHL2,0,TF
BARX1,0,TF
BARX1-DT,0,lncRNA
BARX2,1,TF
BASP1,1,Protein Coding
BASP1-AS1,0,lncRNA
BATF,1,TF
BATF2,1,TF
BATF3,1,TF
BAX,1,Protein Coding
BAZ1A,1,TF
BAZ1B,1,TF
BAZ2A,1,TF
BAZ2B,1,TF
BBC3,1,Protein Coding
BBIP1,0,Protein Coding
BBOF1,1,Protein Coding
BBOX1,1,Protein Coding
BBS1,1,Protein Coding
BBS10,1,Protein Coding
BBS12,1,Protein Coding
BBS2,0,Protein Coding
BBS4,1,Protein Coding
BBS5,0,Protein Coding
BBS7,1,Protein Coding
BBS9,1,Protein Coding
BBX,0,TF
BCAM,1,Protein Coding
BCAN,1,Protein Coding
BCAP29,0,Protein Coding
BCAP31,1,Protein Coding
BCAR1,1,Protein Coding
BCAR3,0,Protein Coding
BCAR4,0,lncRNA
BCAS1,1,Protein Coding
BCAS2,1,Protein Coding
BCAS2P1,0,Pseudogene
BCAS3,1,Protein Coding
BCAS4,1,Protein Coding
BCAT1,1,Protein Coding
BCAT2,0,Protein Coding
BCCIP,1,Protein Coding
BCDIN3D,1,Protein Coding
BCDIN3D-AS1,0,lncRNA
BCHE,1,Protein Coding
BCKDHA,0,Protein Coding
BCKDHB,1,Protein Coding
BCKDK,1,Protein Coding
BCL10,1,TF
BCL11A,1,TF
BCL11B,1,TF
BCL2,1,TF
BCL2A1,1,Protein Coding
BCL2L1,1,Protein Coding
BCL2L10,1,Protein Coding
BCL2L11,0,Protein Coding
BCL2L12,1,Protein Coding
BCL2L12P1,0,Pseudogene
BCL2L13,1,Protein Coding
BCL2L14,1,Protein Coding
BCL2L15,1,Protein Coding
BCL2L2,1,Protein Coding
BCL2L2-PABPN1,0,other
BCL3,1,TF
BCL6,1,TF
BCL6B,1,TF
BCL7A,1,TF
BCL7B,0,Protein Coding
BCL7C,1,Protein Coding
BCL9,1,Protein Coding
BCL9L,1,TF
BCL9P1,0,Pseudogene
BCLAF1,1,TF
BCLAF1P1,0,Pseudogene
BCLAF1P2,0,Pseudogene
BCLAF3,1,Protein Coding
BCO1,1,Protein Coding
BCO2,1,Protein Coding
BCOR,1,TF
BCORL1,1,TF
BCR,1,Protein Coding
BCRP3,0,Pseudogene
BCS1L,1,Protein Coding
BCYRN1,0,lncRNA
BDH1,0,Protein Coding
BDH2,1,Protein Coding
BDKRB1,1,Protein Coding
BDKRB2,1,Protein Coding
BDNF,1,Protein Coding
BDNF-AS,0,lncRNA
BDP1,0,TF
BDP1P,0,Pseudogene
BEAN1,1,Protein Coding
BECN1,1,Protein Coding
BECN2,0,Protein Coding
BEGAIN,0,Protein Coding
BEND2,1,Protein Coding
BEND3,1,Protein Coding
BEND3P1,0,Pseudogene
BEND3P2,0,Pseudogene
BEND3P3,0,Pseudogene
BEND4,1,Protein Coding
BEND5,0,Protein Coding
BEND6,0,Protein Coding
BEND7,1,Protein Coding
BEST1,1,Protein Coding
BEST2,0,Protein Coding
BEST3,1,Protein Coding
BEST4,1,Protein Coding
BET1,1,Protein Coding
BET1-AS1,0,lncRNA
BET1L,0,Protein Coding
BET1P1,0,Pseudogene
BEX1,1,TF
BEX2,1,Protein Coding
BEX3,1,Protein Coding
BEX4,1,Protein Coding
BEX5,1,Protein Coding
BFAR,0,Protein Coding
BFSP1,1,Protein Coding
BFSP2,1,Protein Coding
BFSP2-AS1,0,lncRNA
BGLAP,0,Protein Coding
BGLT3,0,lncRNA
BGN,1,Protein Coding
BHLHA15,1,TF
BHLHA9,0,TF
BHLHB9,0,Protein Coding
BHLHB9P1,0,Pseudogene
BHLHE22,1,TF
BHLHE23,0,TF
BHLHE40,0,TF
BHLHE40-AS1,0,lncRNA
BHLHE41,1,TF
BHMT,0,Protein Coding
BHMT2,1,Protein Coding
BICC1,1,Protein Coding
BICD1,1,Protein Coding
BICD2,1,Protein Coding
BICDL1,1,Protein Coding
BICDL2,1,Protein Coding
BICRA,1,Protein Coding
BICRAL,0,Protein Coding
BID,1,Protein Coding
BIK,1,Protein Coding
BIN1,1,TF
BIN2,1,Protein Coding
BIN2P1,0,Pseudogene
BIN3,0,Protein Coding
BIRC2,0,Protein Coding
BIRC3,1,Protein Coding
BIRC5,1,Protein Coding
BIRC6,1,Protein Coding
BIRC6-AS2,0,lncRNA
BIRC7,1,Protein Coding
BIRC8,0,Protein Coding
BISPR,1,lncRNA
BIVM,1,Protein Coding
BLACAT1,1,Protein Coding
BLCAP,1,Protein Coding
BLID,1,Protein Coding
BLK,1,Protein Coding
BLM,1,TF
BLMH,0,Protein Coding
BLNK,1,Protein Coding
BLOC1S1,1,TF
BLOC1S2,0,Protein Coding
BLOC1S3,1,Protein Coding
BLOC1S4,1,Protein Coding
BLOC1S5,0,Protein Coding
BLOC1S6,0,Protein Coding
BLVRA,1,Protein Coding
BLVRB,0,Protein Coding
BLZF1,1,TF
BLZF2P,0,Pseudogene
BMERB1,0,Protein Coding
BMF,1,Protein Coding
BMI1,1,TF
BMP1,1,Protein Coding
BMP10,0,Protein Coding
BMP2,1,TF
BMP2K,1,Protein Coding
BMP3,1,Protein Coding
BMP4,1,TF
BMP5,1,TF
BMP6,1,TF
BMP7,0,TF
BMP8A,1,Protein Coding
BMP8B,1,Protein Coding
BMPER,1,Protein Coding
BMPR1A,1,TF
BMPR1B,1,Protein Coding
BMPR2,0,Protein Coding
BMS1,1,Protein Coding
BMS1P1,0,Pseudogene
BMS1P2,0,Pseudogene
BMS1P4,0,Pseudogene
BMS1P9,0,Pseudogene
BMT2,1,Protein Coding
BMX,1,Protein Coding
BNC1,0,TF
BNC2,1,TF
BNIP1,0,Protein Coding
BNIP2,1,Protein Coding
BNIP3,1,Protein Coding
BNIP3L,1,Protein Coding
BNIP3P1,0,Pseudogene
BNIP3P26,0,Pseudogene
BNIP3P27,0,Pseudogene
BNIP3P28,0,Pseudogene
BNIP3P37,0,Pseudogene
BNIP5,0,Protein Coding
BNIPL,0,Protein Coding
BOC,1,Protein Coding
BOD1,1,Protein Coding
BOD1L1,1,Protein Coding
BOD1L2,0,Protein Coding
BOK,1,Protein Coding
BOK-AS1,0,lncRNA
BOLA1,1,TF
BOLA2B,1,Protein Coding
BOLA2P2,0,Pseudogene
BOLA2-SMG1P6,1,other
BOLA3,1,TF
BOLA3P3,0,Pseudogene
BOLL,0,Protein Coding
BOP1,1,Protein Coding
BORA,0,Protein Coding
BORCS5,1,Protein Coding
BORCS6,0,Protein Coding
BORCS7,1,Protein Coding
